"        Median (dollars)","2,806","2,806","1,797","1,797","1,755","1,755","1,570","1,570","1,846","1,846","1,571","1,571","2,641","2,641","1,383","1,383","2,249","2,249","1,579","1,579","1,428","1,428","1,682","1,682","1,423","1,423","1,851","1,851","1,490","1,490","1,421","1,421","1,523","1,523","1,426","1,426","2,417","2,417","1,492","1,492","3,500","3,500","1,627","1,627","1,851","1,851","1,441","1,441","1,066","1,066","1,927","1,927","2,185","2,185","2,526","2,526","2,032","2,032","2,702","2,702","2,298","2,298","1,529","1,529","1,927","1,927","1,860","1,860","2,378","2,378","1,758","1,758","2,478","2,478","3,473","3,473","1,838","1,838","2,262","2,262","3,360","3,360","2,303","2,303","3,229","3,229","2,745","2,745","1,556","1,556","1,367","1,367","1,315","1,315","2,072","2,072","2,334","2,334","1,642","1,642","1,654","1,654","1,325","1,325","1,386","1,386","1,376","1,376","1,683","1,683","2,497","2,497","2,155","2,155","1,617","1,617"
"    MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $20,000","6,026","2.7%","15","10.6%","365","5.8%","2,162","7.1%","454","5.4%","88","3.2%","5,062","2.7%","343","11.0%","1,708","4.5%","5,631","5.0%","275","8.0%","1,130","6.4%","1,758","10.3%","164","6.7%","6,165","5.7%","962","6.3%","889","10.2%","128","3.6%","45,909","4.2%","1,263","6.7%","1,265","2.6%","214","8.2%","822","7.5%","1,850","6.7%","110","8.4%","16","0.9%","1,479","3.4%","716","3.5%","1,083","5.6%","13,303","3.1%","2,664","3.7%","155","4.5%","18,014","5.4%","9,119","4.2%","188","2.2%","14,031","5.2%","14,297","3.3%","2,310","2.6%","4,261","4.7%","1,793","4.2%","2,860","2.6%","1,525","3.0%","5,836","2.3%","1,238","3.2%","1,507","5.5%","50","9.9%","551","8.8%","2,269","3.3%","2,717","3.5%","3,038","4.4%","548","4.5%","930","9.4%","158","9.2%","4,676","8.6%","427","4.6%","3,599","2.9%","781","3.0%","554","5.3%"
"            Less than 20 percent","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","14","0.0%","0","0.0%","16","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","15","0.0%","0","0.0%","0","0.0%","0","0.0%","120","0.0%","44","0.2%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","10","0.8%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","32","0.0%","10","0.0%","0","0.0%","85","0.0%","15","0.0%","0","0.0%","12","0.0%","28","0.0%","0","0.0%","21","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","13","0.0%","0","0.0%","0","0.0%","0","0.0%","27","0.0%","8","0.0%","0","0.0%","0","0.0%","0","0.0%","0","0.0%","13","0.0%","0","0.0%","0","0.0%","0","0.0%","9","0.1%"
"            20 to 29 percent","47","0.0%","0","0.0%","0","0.0%","12","0.0%","0","0.0%","0","0.0%","18","0.0%","15","0.5%","7","0.0%","66","0.1%","0","0.0%","34","0.2%","11","0.1%","4","0.2%","34","0.0%","0","0.0%","14","0.2%","0","0.0%","142","0.0%","11","0.1%","42","0.1%","0","0.0%","1","0.0%","6","0.0%","0","0.0%","0","0.0%","9","0.0%","8","0.0%","0","0.0%","59","0.0%","0","0.0%","0","0.0%","80","0.0%","32","0.0%","0","0.0%","45","0.0%","38","0.0%","0","0.0%","43","0.0%","16","0.0%","0","0.0%","16","0.0%","36","0.0%","0","0.0%","13","0.0%","0","0.0%","21","0.3%","0","0.0%","0","0.0%","8","0.0%","0","0.0%","7","0.1%","7","0.4%","12","0.0%","0","0.0%","49","0.0%","0","0.0%","0","0.0%"
"            30 percent or more","5,979","2.7%","15","10.6%","365","5.8%","2,150","7.0%","454","5.4%","88","3.2%","5,030","2.6%","328","10.5%","1,685","4.5%","5,565","5.0%","275","8.0%","1,096","6.2%","1,747","10.3%","160","6.6%","6,116","5.6%","962","6.3%","875","10.1%","128","3.6%","45,647","4.2%","1,208","6.4%","1,223","2.5%","214","8.2%","821","7.5%","1,844","6.7%","100","7.6%","16","0.9%","1,470","3.4%","708","3.4%","1,083","5.6%","13,212","3.1%","2,654","3.7%","155","4.5%","17,849","5.3%","9,072","4.2%","188","2.2%","13,974","5.1%","14,231","3.3%","2,310","2.6%","4,197","4.6%","1,777","4.1%","2,860","2.6%","1,509","3.0%","5,800","2.3%","1,225","3.2%","1,494","5.5%","50","9.9%","530","8.5%","2,242","3.3%","2,709","3.5%","3,030","4.4%","548","4.5%","923","9.3%","151","8.8%","4,651","8.6%","427","4.6%","3,550","2.8%","781","3.0%","545","5.2%"
"        $20,000 to $34,999","8,311","3.7%","11","7.8%","585","9.4%","2,482","8.1%","823","9.9%","297","10.6%","7,849","4.1%","271","8.7%","2,226","5.9%","10,832","9.6%","266","7.8%","1,612","9.1%","1,575","9.3%","130","5.3%","10,565","9.7%","1,355","8.8%","1,021","11.8%","255","7.2%","66,292","6.1%","1,570","8.3%","1,876","3.9%","226","8.7%","1,133","10.4%","2,588","9.3%","303","23.1%","58","3.2%","2,302","5.3%","954","4.6%","1,498","7.8%","18,664","4.4%","3,687","5.1%","371","10.7%","26,585","7.9%","13,543","6.2%","327","3.8%","22,067","8.1%","20,404","4.7%","3,176","3.5%","6,160","6.8%","2,347","5.5%","3,490","3.1%","2,711","5.4%","7,706","3.0%","1,550","4.0%","2,591","9.5%","53","10.5%","834","13.3%","3,259","4.8%","4,146","5.4%","5,415","7.8%","780","6.4%","1,423","14.3%","302","17.5%","6,334","11.7%","803","8.6%","5,750","4.6%","1,171","4.5%","703","6.8%"
"            Less than 20 percent","88","0.0%","0","0.0%","4","0.1%","102","0.3%","23","0.3%","2","0.1%","40","0.0%","0","0.0%","39","0.1%","168","0.1%","0","0.0%","15","0.1%","16","0.1%","6","0.2%","105","0.1%","25","0.2%","0","0.0%","0","0.0%","459","0.0%","35","0.2%","10","0.0%","0","0.0%","0","0.0%","35","0.1%","4","0.3%","0","0.0%","25","0.1%","0","0.0%","0","0.0%","220","0.1%","30","0.0%","4","0.1%","343","0.1%","67","0.0%","0","0.0%","223","0.1%","175","0.0%","50","0.1%","95","0.1%","53","0.1%","30","0.0%","85","0.2%","71","0.0%","31","0.1%","35","0.1%","0","0.0%","8","0.1%","17","0.0%","118","0.2%","77","0.1%","24","0.2%","47","0.5%","14","0.8%","64","0.1%","0","0.0%","24","0.0%","14","0.1%","0","0.0%"
"            20 to 29 percent","254","0.1%","0","0.0%","26","0.4%","217","0.7%","27","0.3%","13","0.5%","297","0.2%","84","2.7%","74","0.2%","990","0.9%","45","1.3%","94","0.5%","109","0.6%","10","0.4%","1,059","1.0%","61","0.4%","88","1.0%","16","0.5%","1,745","0.2%","105","0.6%","16","0.0%","51","2.0%","6","0.1%","125","0.5%","21","1.6%","0","0.0%","68","0.2%","45","0.2%","60","0.3%","650","0.2%","85","0.1%","24","0.7%","1,139","0.3%","569","0.3%","0","0.0%","1,240","0.5%","505","0.1%","36","0.0%","208","0.2%","66","0.2%","101","0.1%","156","0.3%","150","0.1%","48","0.1%","195","0.7%","0","0.0%","110","1.8%","81","0.1%","114","0.1%","434","0.6%","88","0.7%","105","1.1%","36","2.1%","405","0.7%","17","0.2%","90","0.1%","9","0.0%","40","0.4%"
"            30 percent or more","7,969","3.5%","11","7.8%","555","8.9%","2,163","7.1%","773","9.3%","282","10.1%","7,512","3.9%","187","6.0%","2,113","5.6%","9,674","8.6%","221","6.5%","1,503","8.5%","1,450","8.5%","114","4.7%","9,401","8.6%","1,269","8.3%","933","10.7%","239","6.8%","64,088","5.9%","1,430","7.6%","1,850","3.8%","175","6.7%","1,127","10.3%","2,428","8.8%","278","21.2%","58","3.2%","2,209","5.1%","909","4.4%","1,438","7.5%","17,794","4.2%","3,572","4.9%","343","9.9%","25,103","7.5%","12,907","5.9%","327","3.8%","20,604","7.6%","19,724","4.6%","3,090","3.4%","5,857","6.5%","2,228","5.2%","3,359","3.0%","2,470","4.9%","7,485","2.9%","1,471","3.8%","2,361","8.6%","53","10.5%","716","11.4%","3,161","4.6%","3,914","5.1%","4,904","7.1%","668","5.5%","1,271","12.8%","252","14.6%","5,865","10.8%","786","8.4%","5,636","4.5%","1,148","4.4%","663","6.4%"
"        $35,000 to $49,999","9,631","4.3%","16","11.3%","657","10.5%","3,544","11.6%","996","11.9%","306","11.0%","10,903","5.7%","255","8.2%","2,477","6.6%","10,620","9.5%","438","12.8%","2,612","14.7%","1,856","10.9%","349","14.4%","12,544","11.5%","1,833","12.0%","1,061","12.2%","256","7.3%","82,052","7.5%","2,253","11.9%","1,888","3.9%","254","9.8%","1,146","10.5%","3,782","13.6%","146","11.1%","262","14.4%","3,427","7.9%","1,023","5.0%","2,155","11.2%","21,823","5.2%","4,370","6.0%","405","11.6%","30,997","9.2%","17,876","8.2%","677","7.9%","26,201","9.6%","27,071","6.3%","3,422","3.8%","7,649","8.4%","3,203","7.5%","3,818","3.4%","3,253","6.5%","9,235","3.6%","2,284","5.9%","3,369","12.3%","56","11.1%","897","14.3%","4,945","7.2%","4,816","6.2%","7,401","10.7%","1,194","9.9%","1,411","14.2%","152","8.8%","7,091","13.0%","993","10.6%","6,657","5.3%","1,583","6.0%","1,416","13.6%"
"            Less than 20 percent","192","0.1%","0","0.0%","52","0.8%","319","1.0%","40","0.5%","17","0.6%","361","0.2%","94","3.0%","48","0.1%","674","0.6%","5","0.1%","83","0.5%","49","0.3%","15","0.6%","719","0.7%","147","1.0%","66","0.8%","15","0.4%","2,040","0.2%","151","0.8%","0","0.0%","7","0.3%","54","0.5%","157","0.6%","4","0.3%","22","1.2%","118","0.3%","62","0.3%","101","0.5%","629","0.1%","83","0.1%","27","0.8%","1,123","0.3%","642","0.3%","0","0.0%","1,140","0.4%","744","0.2%","107","0.1%","639","0.7%","72","0.2%","71","0.1%","194","0.4%","149","0.1%","80","0.2%","233","0.9%","2","0.4%","85","1.4%","202","0.3%","154","0.2%","288","0.4%","92","0.8%","122","1.2%","5","0.3%","513","0.9%","90","1.0%","92","0.1%","217","0.8%","19","0.2%"
"            20 to 29 percent","630","0.3%","0","0.0%","66","1.1%","782","2.6%","53","0.6%","74","2.7%","749","0.4%","23","0.7%","306","0.8%","2,372","2.1%","177","5.2%","358","2.0%","559","3.3%","42","1.7%","3,027","2.8%","722","4.7%","371","4.3%","80","2.3%","5,583","0.5%","552","2.9%","110","0.2%","7","0.3%","231","2.1%","1,091","3.9%","55","4.2%","63","3.5%","336","0.8%","96","0.5%","298","1.6%","1,392","0.3%","472","0.7%","125","3.6%","3,867","1.2%","2,650","1.2%","55","0.6%","4,547","1.7%","2,443","0.6%","260","0.3%","1,582","1.7%","245","0.6%","226","0.2%","423","0.8%","556","0.2%","177","0.5%","709","2.6%","8","1.6%","223","3.6%","545","0.8%","399","0.5%","1,369","2.0%","243","2.0%","309","3.1%","8","0.5%","1,870","3.4%","143","1.5%","429","0.3%","210","0.8%","323","3.1%"
"            30 percent or more","8,809","3.9%","16","11.3%","539","8.6%","2,443","8.0%","903","10.8%","215","7.7%","9,793","5.1%","138","4.4%","2,123","5.6%","7,574","6.7%","256","7.5%","2,171","12.3%","1,248","7.3%","292","12.0%","8,798","8.1%","964","6.3%","624","7.2%","161","4.6%","74,429","6.8%","1,550","8.2%","1,778","3.7%","240","9.3%","861","7.9%","2,534","9.1%","87","6.6%","177","9.7%","2,973","6.9%","865","4.2%","1,756","9.1%","19,802","4.7%","3,815","5.3%","253","7.3%","26,007","7.7%","14,584","6.7%","622","7.2%","20,514","7.5%","23,884","5.6%","3,055","3.4%","5,428","6.0%","2,886","6.7%","3,521","3.2%","2,636","5.3%","8,530","3.3%","2,027","5.3%","2,427","8.9%","46","9.1%","589","9.4%","4,198","6.1%","4,263","5.5%","5,744","8.3%","859","7.1%","980","9.9%","139","8.1%","4,708","8.7%","760","8.1%","6,136","4.9%","1,156","4.4%","1,074","10.3%"
"        $50,000 to $74,999","20,159","9.0%","19","13.5%","1,104","17.6%","5,604","18.3%","1,394","16.7%","513","18.4%","21,282","11.2%","853","27.3%","5,191","13.8%","22,029","19.6%","857","25.1%","3,767","21.3%","3,352","19.7%","330","13.6%","21,539","19.8%","2,679","17.5%","1,531","17.6%","888","25.2%","155,229","14.2%","3,956","20.9%","3,739","7.8%","540","20.8%","2,512","23.0%","5,938","21.4%","306","23.4%","360","19.7%","6,546","15.1%","2,593","12.6%","3,104","16.2%","47,994","11.4%","9,655","13.3%","618","17.8%","58,285","17.3%","35,776","16.5%","1,095","12.7%","51,117","18.8%","55,275","12.9%","6,822","7.6%","15,817","17.5%","6,217","14.5%","8,536","7.6%","6,946","13.8%","19,817","7.7%","4,325","11.3%","5,730","21.0%","59","11.7%","1,378","22.0%","9,790","14.3%","10,239","13.2%","13,781","19.9%","2,370","19.6%","2,246","22.6%","320","18.6%","11,190","20.6%","1,983","21.3%","15,882","12.6%","3,616","13.7%","1,977","19.0%"
"            Less than 20 percent","1,211","0.5%","0","0.0%","96","1.5%","986","3.2%","233","2.8%","52","1.9%","1,514","0.8%","192","6.1%","383","1.0%","4,035","3.6%","113","3.3%","518","2.9%","876","5.2%","62","2.6%","4,558","4.2%","600","3.9%","210","2.4%","223","6.3%","9,601","0.9%","934","4.9%","143","0.3%","84","3.2%","196","1.8%","1,380","5.0%","121","9.2%","45","2.5%","476","1.1%","195","0.9%","214","1.1%","3,078","0.7%","676","0.9%","130","3.7%","5,953","1.8%","3,924","1.8%","66","0.8%","6,528","2.4%","3,701","0.9%","236","0.3%","1,895","2.1%","600","1.4%","512","0.5%","542","1.1%","1,122","0.4%","338","0.9%","955","3.5%","12","2.4%","308","4.9%","663","1.0%","653","0.8%","1,875","2.7%","309","2.6%","434","4.4%","94","5.5%","2,849","5.2%","168","1.8%","909","0.7%","354","1.3%","290","2.8%"
"            20 to 29 percent","3,304","1.5%","2","1.4%","452","7.2%","2,172","7.1%","380","4.6%","283","10.1%","3,935","2.1%","410","13.1%","1,378","3.7%","9,520","8.5%","448","13.1%","1,145","6.5%","1,264","7.4%","93","3.8%","8,701","8.0%","1,189","7.8%","530","6.1%","374","10.6%","30,491","2.8%","1,446","7.6%","446","0.9%","265","10.2%","677","6.2%","2,792","10.1%","98","7.5%","58","3.2%","1,704","3.9%","416","2.0%","655","3.4%","7,379","1.7%","2,496","3.4%","160","4.6%","17,520","5.2%","12,426","5.7%","214","2.5%","16,933","6.2%","10,738","2.5%","690","0.8%","5,489","6.1%","1,200","2.8%","819","0.7%","1,696","3.4%","2,400","0.9%","673","1.8%","2,243","8.2%","47","9.3%","635","10.2%","2,805","4.1%","2,253","2.9%","5,117","7.4%","868","7.2%","908","9.1%","128","7.4%","4,614","8.5%","886","9.5%","2,899","2.3%","1,201","4.6%","736","7.1%"
"            30 percent or more","15,644","7.0%","17","12.1%","556","8.9%","2,446","8.0%","781","9.4%","178","6.4%","15,833","8.3%","251","8.0%","3,430","9.1%","8,474","7.5%","296","8.7%","2,104","11.9%","1,212","7.1%","175","7.2%","8,280","7.6%","890","5.8%","791","9.1%","291","8.3%","115,137","10.5%","1,576","8.3%","3,150","6.5%","191","7.4%","1,639","15.0%","1,766","6.4%","87","6.6%","257","14.1%","4,366","10.1%","1,982","9.6%","2,235","11.6%","37,537","8.9%","6,483","8.9%","328","9.4%","34,812","10.4%","19,426","9.0%","815","9.5%","27,656","10.2%","40,836","9.5%","5,896","6.6%","8,433","9.3%","4,417","10.3%","7,205","6.5%","4,708","9.4%","16,295","6.4%","3,314","8.6%","2,532","9.3%","0","0.0%","435","7.0%","6,322","9.2%","7,333","9.5%","6,789","9.8%","1,193","9.9%","904","9.1%","98","5.7%","3,727","6.9%","929","10.0%","12,074","9.6%","2,061","7.8%","951","9.2%"
"        $75,000 or more","179,977","80.0%","80","56.7%","3,496","55.9%","16,609","54.4%","4,624","55.4%","1,573","56.4%","144,848","76.0%","1,400","44.8%","25,868","68.7%","62,719","55.8%","1,540","45.0%","8,371","47.3%","8,243","48.5%","1,426","58.7%","57,217","52.6%","8,456","55.2%","4,012","46.2%","1,999","56.7%","738,143","67.5%","9,745","51.5%","39,200","81.5%","1,360","52.4%","5,298","48.5%","13,345","48.2%","429","32.7%","1,128","61.8%","29,348","67.8%","15,296","74.2%","11,305","58.9%","318,924","75.4%","51,564","71.2%","1,906","54.8%","199,112","59.2%","139,645","64.3%","6,310","73.3%","156,972","57.7%","309,944","72.1%","73,475","82.0%","56,293","62.1%","29,121","67.8%","92,420","82.8%","35,579","70.9%","212,330","83.0%","28,910","75.2%","13,964","51.1%","286","56.7%","2,567","41.0%","47,932","70.0%","55,252","71.3%","39,192","56.7%","7,168","59.2%","3,882","39.0%","773","44.9%","24,756","45.5%","5,043","54.1%","93,231","74.2%","19,021","72.3%","5,673","54.6%"
"            Less than 20 percent","79,990","35.6%","29","20.6%","1,957","31.3%","9,894","32.4%","2,286","27.4%","907","32.5%","64,571","33.9%","781","25.0%","12,369","32.8%","37,938","33.8%","800","23.4%","4,500","25.4%","5,301","31.2%","732","30.1%","37,292","34.3%","5,537","36.1%","2,225","25.6%","1,418","40.2%","308,536","28.2%","6,278","33.2%","16,454","34.2%","679","26.2%","2,499","22.9%","8,763","31.6%","354","27.0%","504","27.6%","12,841","29.6%","6,846","33.2%","5,117","26.7%","132,549","31.4%","24,091","33.2%","1,100","31.6%","94,893","28.2%","76,450","35.2%","2,253","26.2%","83,517","30.7%","125,132","29.1%","32,186","35.9%","29,463","32.5%","12,989","30.3%","39,342","35.3%","15,808","31.5%","92,053","36.0%","11,747","30.6%","8,680","31.7%","170","33.7%","1,771","28.3%","23,336","34.1%","24,329","31.4%","23,166","33.5%","4,252","35.1%","2,545","25.6%","519","30.1%","16,740","30.8%","2,698","28.9%","39,231","31.2%","10,045","38.2%","3,307","31.9%"
"            20 to 29 percent","62,000","27.6%","18","12.8%","1,261","20.2%","5,269","17.2%","1,420","17.0%","506","18.1%","49,336","25.9%","376","12.0%","8,627","22.9%","19,421","17.3%","577","16.9%","2,657","15.0%","2,450","14.4%","531","21.9%","15,475","14.2%","2,449","16.0%","1,158","13.3%","506","14.4%","250,135","22.9%","2,679","14.2%","11,886","24.7%","477","18.4%","1,961","18.0%","3,393","12.2%","45","3.4%","341","18.7%","9,949","23.0%","5,312","25.8%","3,946","20.6%","107,625","25.5%","18,801","25.9%","614","17.6%","72,633","21.6%","47,363","21.8%","2,506","29.1%","51,726","19.0%","112,875","26.3%","21,666","24.2%","19,703","21.7%","9,801","22.8%","28,700","25.7%","12,041","24.0%","68,943","27.0%","9,881","25.7%","3,862","14.1%","72","14.3%","629","10.1%","17,518","25.6%","19,035","24.6%","12,622","18.3%","2,102","17.4%","1,072","10.8%","128","7.4%","6,327","11.6%","1,605","17.2%","32,060","25.5%","6,470","24.6%","1,979","19.1%"
"            30 percent or more","37,987","16.9%","33","23.4%","278","4.4%","1,446","4.7%","918","11.0%","160","5.7%","30,941","16.2%","243","7.8%","4,872","12.9%","5,360","4.8%","163","4.8%","1,214","6.9%","492","2.9%","163","6.7%","4,450","4.1%","470","3.1%","629","7.2%","75","2.1%","179,472","16.4%","788","4.2%","10,860","22.6%","204","7.9%","838","7.7%","1,189","4.3%","30","2.3%","283","15.5%","6,558","15.1%","3,138","15.2%","2,242","11.7%","78,750","18.6%","8,672","12.0%","192","5.5%","31,586","9.4%","15,832","7.3%","1,551","18.0%","21,729","8.0%","71,937","16.7%","19,623","21.9%","7,127","7.9%","6,331","14.7%","24,378","21.8%","7,730","15.4%","51,334","20.1%","7,282","18.9%","1,422","5.2%","44","8.7%","167","2.7%","7,078","10.3%","11,888","15.3%","3,404","4.9%","814","6.7%","265","2.7%","126","7.3%","1,689","3.1%","740","7.9%","21,940","17.5%","2,506","9.5%","387","3.7%"
"        Zero or negative income","739","0.3%","0","0.0%","48","0.8%","152","0.5%","50","0.6%","13","0.5%","693","0.4%","0","0.0%","208","0.6%","503","0.4%","43","1.3%","222","1.3%","202","1.2%","31","1.3%","765","0.7%","46","0.3%","167","1.9%","0","0.0%","6,431","0.6%","127","0.7%","145","0.3%","0","0.0%","8","0.1%","204","0.7%","16","1.2%","0","0.0%","209","0.5%","23","0.1%","53","0.3%","1,999","0.5%","523","0.7%","25","0.7%","3,255","1.0%","1,069","0.5%","7","0.1%","1,598","0.6%","2,801","0.7%","421","0.5%","456","0.5%","243","0.6%","470","0.4%","179","0.4%","892","0.3%","131","0.3%","180","0.7%","0","0.0%","29","0.5%","277","0.4%","324","0.4%","277","0.4%","45","0.4%","52","0.5%","18","1.0%","309","0.6%","79","0.8%","610","0.5%","128","0.5%","58","0.6%"
"    REAL ESTATE TAXES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than $800","2,691","1.2%","4","2.8%","391","6.3%","2,708","8.9%","406","4.9%","225","8.1%","2,716","1.4%","390","12.5%","1,011","2.7%","9,626","8.6%","200","5.8%","1,658","9.4%","1,498","8.8%","212","8.7%","6,706","6.2%","1,736","11.3%","1,044","12.0%","468","13.3%","24,851","2.3%","1,991","10.5%","388","0.8%","153","5.9%","930","8.5%","2,270","8.2%","252","19.2%","53","2.9%","1,533","3.5%","585","2.8%","658","3.4%","8,282","2.0%","1,913","2.6%","288","8.3%","14,524","4.3%","9,683","4.5%","213","2.5%","16,387","6.0%","13,187","3.1%","1,451","1.6%","5,113","5.6%","1,674","3.9%","1,044","0.9%","1,873","3.7%","4,073","1.6%","1,362","3.5%","2,096","7.7%","35","6.9%","768","12.3%","3,199","4.7%","2,398","3.1%","4,692","6.8%","497","4.1%","1,405","14.1%","137","8.0%","7,636","14.0%","466","5.0%","3,965","3.2%","1,039","4.0%","799","7.7%"
"        $800 to $1,499","8,013","3.6%","4","2.8%","1,155","18.5%","7,453","24.4%","1,488","17.8%","732","26.2%","8,066","4.2%","867","27.8%","3,463","9.2%","26,573","23.7%","820","24.0%","3,110","17.6%","4,898","28.8%","437","18.0%","22,407","20.6%","4,813","31.4%","2,086","24.0%","1,143","32.4%","71,871","6.6%","4,692","24.8%","733","1.5%","521","20.1%","1,146","10.5%","7,710","27.8%","464","35.4%","236","12.9%","3,415","7.9%","1,095","5.3%","1,546","8.1%","23,747","5.6%","4,111","5.7%","951","27.3%","35,551","10.6%","27,977","12.9%","500","5.8%","43,828","16.1%","29,102","6.8%","3,474","3.9%","13,546","14.9%","2,590","6.0%","3,573","3.2%","4,556","9.1%","7,235","2.8%","1,792","4.7%","7,174","26.2%","149","29.6%","2,285","36.5%","6,237","9.1%","4,344","5.6%","13,489","19.5%","2,068","17.1%","3,671","36.9%","555","32.2%","17,687","32.5%","1,861","20.0%","6,857","5.5%","2,229","8.5%","2,152","20.7%"
"        $1,500 or more","212,215","94.4%","130","92.2%","4,646","74.3%","19,937","65.3%","6,408","76.8%","1,797","64.4%","177,732","93.2%","1,733","55.5%","32,711","86.8%","74,395","66.2%","2,312","67.6%","12,612","71.2%","10,363","61.0%","1,671","68.8%","77,943","71.6%","8,526","55.6%","5,322","61.3%","1,871","53.1%","983,928","89.9%","11,930","63.1%","46,608","96.9%","1,873","72.2%","8,548","78.3%","17,230","62.2%","592","45.2%","1,528","83.8%","37,898","87.5%","18,634","90.4%","16,819","87.6%","386,096","91.3%","65,576","90.5%","2,190","62.9%","281,171","83.6%","175,814","81.0%","7,841","91.1%","207,395","76.3%","381,099","88.7%","83,881","93.6%","70,642","77.9%","37,705","87.8%","105,975","95.0%","42,703","85.1%","241,761","94.5%","34,694","90.3%","17,690","64.7%","253","50.2%","3,129","50.0%","57,947","84.6%","69,663","89.9%","50,139","72.6%","9,392","77.6%","4,724","47.5%","950","55.1%","28,270","52.0%","6,806","73.0%","113,536","90.3%","22,524","85.6%","7,312","70.4%"
"        No real estate taxes paid","1,924","0.9%","3","2.1%","63","1.0%","455","1.5%","39","0.5%","36","1.3%","2,123","1.1%","132","4.2%","493","1.3%","1,740","1.5%","87","2.5%","334","1.9%","227","1.3%","110","4.5%","1,739","1.6%","256","1.7%","229","2.6%","44","1.2%","13,406","1.2%","301","1.6%","384","0.8%","47","1.8%","295","2.7%","497","1.8%","2","0.2%","7","0.4%","465","1.1%","291","1.4%","175","0.9%","4,582","1.1%","863","1.2%","51","1.5%","5,002","1.5%","3,554","1.6%","50","0.6%","4,376","1.6%","6,404","1.5%","820","0.9%","1,335","1.5%","955","2.2%","1,002","0.9%","1,061","2.1%","2,747","1.1%","590","1.5%","381","1.4%","67","13.3%","74","1.2%","1,089","1.6%","1,089","1.4%","784","1.1%","148","1.2%","144","1.4%","81","4.7%","763","1.4%","195","2.1%","1,371","1.1%","508","1.9%","118","1.1%"
"        Median (dollars)","6,116","6,116","2,958","2,958","2,394","2,394","2,131","2,131","2,515","2,515","1,861","1,861","5,497","5,497","1,734","1,734","3,595","3,595","2,124","2,124","1,890","1,890","2,339","2,339","1,775","1,775","2,479","2,479","2,286","2,286","1,710","1,710","1,834","1,834","1,583","1,583","4,353","4,353","1,894","1,894","8,433","8,433","2,176","2,176","2,781","2,781","1,863","1,863","1,356","1,356","2,799","2,799","3,678","3,678","4,616","4,616","3,425","3,425","5,018","5,018","4,309","4,309","1,843","1,843","3,454","3,454","2,912","2,912","4,282","4,282","2,710","2,710","4,284","4,284","7,806","7,806","2,918","2,918","4,076","4,076","7,215","7,215","3,933","3,933","7,416","7,416","5,247","5,247","1,983","1,983","1,819","1,819","1,519","1,519","3,361","3,361","4,354","4,354","2,306","2,306","2,563","2,563","1,467","1,467","1,742","1,742","1,597","1,597","2,352","2,352","4,483","4,483","3,870","3,870","2,382","2,382"